Occurence Nature condition,,Report,Occurence Nature condition,prediction
OTHER                     ,15973,"['ship', '6808', 'working', '1r', 'girt', 'bar', 'stuck', 'corrective', 'action', 'removed', 'cleaned', 'lubricated', 'installed', 'new', 'girt', 'bar', 'sliders', 'per', 'jic', 'performed', 'ops', 'ck', 'slide', 'engage', 'disengage', 'knocker', 'slide', 'light', 'function', 'designed', '7427858']",OTHER                     ,F.O.D.                    
OTHER                     ,96868,"['ship', '8140', 'ato', 'throttle', 'due', 'rt', 'fuel', 'ejector', 'fail', 'message', '55', 'n2', 'throttle', 'brought', 'back', 'idle', 'crew', 'received', 'engine', '2', 'low', 'fuel', 'pressure', 'message', 'corrective', 'action', 'found', 'multiple', 'fuel', 'feed', 'pipes', 'damagedcracked', 'flanges', 'replaced', 'tee', '280', 'check', 'valves', 'tubes', '5060', 'associated', 'couplings', 'per', 'amp', '28218007', 'replaced', 'ejector', 'pump', 'motive', 'flow', 'check', 'valve', 'lp', '9636392']",OTHER                     ,WARNING INDICATION        
SIGNIFICANT FAILURE REPORT,52676,"['corrosion', 'damage', 'lh', 'track', '5']",SIGNIFICANT FAILURE REPORT,OTHER                     
OTHER                     ,66752,"['2', 'eng', 'ib', 'center', 'gas', 'generator', 'compressor', 'fairing', 'damage', 'ref', 'ipc', '72030102', 'item', '220', 'installed', 'new', 'inboard', 'center', 'gas', 'compressor', 'fairing', 'engine', '2', 'ref', 'amm', '720301']",OTHER                     ,INFLIGHT SEPARATION       
OTHER                     ,57567,"['aircraft', 'grounded', 'emergency', 'lights', '3l', 'circuit', 'breaker', 'popped', 'accomplished', 'rest', 'circuit', 'breaker', 'per', 'gpm', '130407', 'emergency', 'light', 'test', 'accomplished', 'per', 'amm', '335100']",OTHER                     ,NO TEST                   
OTHER                     ,1618,"['aircraft', 'grounded', 'galley', '3', 'left', 'closet', 'emergency', 'path', 'light', 'lens', 'chunk', 'off', 'removed', 'replaced', 'galley', '3l', 'closet', 'emergency', 'path', 'light', 'lens', 'per', 'amm', '335105960801']",OTHER                     ,NO TEST                   
NO WARNING INDICATION     ,75888,"['emergency', 'exit', 'light', 'indication', 'inoperative', 'replaced', 'lamps', 'ops', 'checked', 'iaw', 'amm', '331400']",NO WARNING INDICATION     ,NO TEST                   
WARNING INDICATION        ,50009,"['l', 'eng', 'fuel', 'filter', 'eicas', 'message', 'qrh', 'complete', 'engine', 'indications', 'normalpperf', 'fuel', 'filter', 'element', 'inspection', 'found', 'particulate', 'lt', '025mm', 'size', 'l', 'r', 'fuel', 'filters', 'replaced', 'fuel', 'filters', 'amm', 'task', '731102216001h00', 'leak', 'checks', 'good', 'transferred', 'mddrnbsp145973', 'removed', 'replaced', '1', '2', 'engine', 'filters', 'performed', 'microbiological', 'growth', 'test', 'defects', 'noted', 'iaw', 'amm', '281000', 'amm', '731102', 'mddr', 'clearednbspp']",WARNING INDICATION        ,FLUID LOSS                
OTHER                     ,49889,"['capt', 'o2', 'mask', 'needs', 'replaced', 'extremely', 'hard', 'breath', 'checked', 'o2', 'flowing', 'thru', 'properlypremoved', 'replaced', 'capt', '02', 'mask', 'iaw', 'amm', '351151', 'ops', 'check', 'good', 'verified', 'oxygen', 'flow', 'normalp']",OTHER                     ,NO TEST                   
OTHER                     ,70297,"['main', 'cabin', 'door', 'emergency', 'exit', 'light', 'inop', 'applied', 'power', 'aircraft', 'charge', 'emergency', 'battery', 'pack', '30min', 'exit', 'light', 'still', 'fails', 'illuminate', 'replaced', 'main', 'cabin', 'door', 'exit', 'sign', 'new', 'one', 'iaw', 'mm', '335002']",OTHER                     ,NO TEST                   
OTHER                     ,84360,"['emergency', 'light', 'right', 'side', 'rows', '2', '3', 'inop', '01', 'rr', 'fwd', 'right', 'ceiling', 'battery', 'pack', 'iaw', 'amm', '335106', 'ops', 'check', 'good']",OTHER                     ,NO TEST                   
OTHER                     ,68570,"['ship', '179', 'found', '01ea', 'crack', 'approx', '0200', 'inch', 'length', 'rh', 'bs8835', 'frame', 'inner', 'chord', 'transition', 'radius', 'corrective', 'action', 'repair', 'carried', 'bs8835', 'frame', 'inner', 'chord', 'per', 'job', 'card', '53110119509d', '2175182']",OTHER                     ,ENGINE STOPPAGE           
OTHER                     ,77621,"['right', 'brake', 'pedal', 'weak', 'sides', 'removed', 'replaced', 'rh', 'inboard', 'outboard', 'brake', 'assembl']",OTHER                     ,INFLIGHT SEPARATION       
OTHER                     ,99625,"['fwd', 'entry', 'door', 'slide', 'handle', 'cover', 'position01', 'ref', 'amm', '256601', 'repositioned', 'slide', 'manual', 'handle', 'cover', 'ok', 'servic']",OTHER                     ,INADEQUATE Q C            
OTHER                     ,57895,"['aircraft', 'grounded', 'row', '28', 'left', 'back', 'plate', 'hardware', 'missing', 'seat', 'emergency', 'light', 'assembly', 'installed', 'missing', 'emergency', 'light', 'escape', 'path', 'light', 'closeout', 'hardware', 'row', '28abc', 'per', 'cmm', '252367']",OTHER                     ,INADEQUATE Q C            
OTHER                     ,35030,"['panel', '242af', 'multiple', 'areas', 'damage', 'upper', 'surface', 'panel', '242af', 'multiple', 'areas', 'damage', 'upper', 'surface']",OTHER                     ,MULTIPLE FAILURE          
OTHER                     ,5850,"['aircraft', 'grounded', 'forward', 'left', 'cabin', 'emergency', 'power', 'supply', 'inoperative', 'removed', 'replaced', 'forward', 'cabin', 'emergency', 'power', 'supply', 'unit', 'per', 'amm', '335138']",OTHER                     ,NO TEST                   
WARNING INDICATION        ,31574,"['cabin', 'pressurize', 'climb', 'auto', 'mode', 'man', 'mode', 'running', 'cabin', 'altitude', 'amber', 'range', 'presn', 'auto', 'fail', 'checklist', 'returned', 'dept', 'akp', 'declare', 'emergencycafound', 'ground', 'connection', 'valve', 'detached', 'found', 'downline', 'pack', 'system', 'installed', 'new', 'ground', 'connnection', 'valve', 'iaw', 'emb', 'amm', '212204', 'ops', 'check', 'pressurization', 'leak', 'check', 'good', 'defects', 'noted', 'tim']",WARNING INDICATION        ,FLUID LOSS                
OTHER                     ,7428,"['aircraft', 'base', 'maintenance', 'corrosion', 'found', 'right', 'shield', 'aft', 'cargo', 'removed', 'replaced', 'corroded', 'shield', 'identical', 'replacement', 'part']",OTHER                     ,NO TEST                   
OTHER                     ,34578,"['aft', 'service', 'door', 'slide', 'pull', 'inflate', 'tab', 'case', 'found', 'velcro', 'cover', 'deslodged', 'reposition', 'per', 'sip']",OTHER                     ,INADEQUATE Q C            
NO TEST                   ,16076,"['ship', '3245', 'test', 'found', 'seat', '21def', 'psuo2', 'panel', 'open', 'corrective', 'action', 'repacked', 'masks', 'ok', 'service', '3998094']",NO TEST                   ,OTHER                     
NO TEST                   ,60153,"['aircraft', 'grounded', 'smoke', 'detector', 'overhead', 'flight', 'crew', 'rest', 'bunk', '2', 'pass', 'test', 'replaced', 'smoke', 'detector', 'per', 'amm', '261431', 'accomplished', 'satisfactory', 'operational', 'test']",NO TEST                   ,OTHER                     
OTHER                     ,32994,"['emergency', 'exit', 'light', 'cover', 'loose', 'reattached', 'emergency', 'exit', 'light', 'cover', 'per', 'amm', '335101']",OTHER                     ,INADEQUATE Q C            
OTHER                     ,61505,"['aircraft', 'base', 'maintenance', 'corrosion', 'aft', 'wet', 'area', 'floor', 'structure', 'upper', 'skin', 'sta', '990', 'right', 'butt', 'line', '33', 'removed', 'replaced', 'floor', 'structure', 'upper', 'skin']",OTHER                     ,NO TEST                   
FALSE WARNING             ,17883,"['ship', '3353', 'fap', 'indication', 'shows', 'check', '3l', 'door', 'pressure', '4r', 'yellow', 'band', 'corrective', 'action', '4r', 'door', 'assist', 'press', 'green', 'band', '3l', 'door', 'press', 'green', 'band', 'fap', 'longer', 'shows', 'check', 'door', 'press', '6928364']",FALSE WARNING             ,OTHER                     
OTHER                     ,32274,"['aft', 'entry', 'door', 'slide', 'girt', 'needs', 'adjustment', 'installed', 'aft', 'entry', 'door', 'slide', 'girt', 'per', 'amm', '256601']",OTHER                     ,F.O.D.                    
OTHER                     ,69938,"['emerg', 'brake', 'emergency', 'brake', 'pressure', 'dropped', '1600', 'psi', 'flight', 'return', 'back', 'normal', '3000', 'psi', 'upon', 'landing', 'signoff', 'followed', 'emb505', 'fim', 'task', '324300810802a', 'removed', 'replaced', 'emergency', 'brake', 'valve', 'serviceable', 'unit', 'iaw', 'emb', '505', 'amm', '324302400801a', 'removed', 'replaced', 'emergency', 'brake', 'thermal', 'relief', 'valve', 'servicable', 'unit', 'iaw', 'emb', '505', 'amm', '324308400801a', 'bled', 'brakes', 'iaw', 'emb', '505', 'amm', '324300820801a500', 'ops', 'check', 'good', 'operated', 'system', 'serveral', 'times', 'using', 'hydraulic', 'power', 'cart']",OTHER                     ,NO WARNING INDICATION     
WARNING INDICATION        ,62823,"['right', 'fmc', 'failed', 'cruise', 'started', 'working', 'approx', '2', 'minutes', 'grounded', 'yes', 'accomp', 'fmc', 'ops', 'test', 'iaw', 'b7379', 'amm', '346100710801', 'defect', 'noted', 'ac', 'ok', 'servic']",WARNING INDICATION        ,NO TEST                   
OTHER                     ,45099,"['right', 'wing', 'upper', 'skin', 'access', 'hole', 'panel', '640at', 'cutout', 'several', 'areas', 'minor', 'corrosion', 'around', 'cutout', 'ccheck', 'ro', '7242021', 'repaired', 'rh', 'wing', 'upper', 'skin', 'iaw', 'reo', '601r57213464', 'rev', 'dated', '20210429', 'bond', 'check', 'good', 'see', 'continuation', 'card', 'details', 'work', 'perform']",OTHER                     ,INADEQUATE Q C            
OTHER                     ,33394,"['aft', 'galley', 'door', 'slide', 'girt', 'hanging', 'low', 'installed', 'aft', 'galley', 'door', 'slide', 'per', 'amm', '256601', 'mt7256106']",OTHER                     ,F.O.D.                    
OTHER                     ,17489,"['ship', '3238', 'emer', 'exit', 'light', 'seat', '15', '16ad', 'damagedinop', 'corrective', 'action', 'insp', 'lights', 'overwing', 'exit', 'rows', '15', '16', 'ad', 'unable', 'duplicate', 'problem', 'ok', 'service', '7452494']",OTHER                     ,NO TEST                   
OTHER                     ,97459,"['corrosion', 'stringer', '42l', 'located', 'btw', 'fr', '54', 'fr', '55', 'aft', 'cargo', 'compartment', 'raf01', '310284201', 'generatedperformed', 'permanent', 'repair', 'stringer', '42l', 'located', 'frame', '54', 'frame', '55', 'aft', 'cargo', 'compartment', 'iaw', 'ea', '53064022', 'ec', 'no', 'eo', '53412301', 'repair', 'category', 'a', 'inspection', 'requir']",OTHER                     ,NO WARNING INDICATION     
OTHER                     ,61692,"['aircraft', 'base', 'maintenance', 'flight', 'deck', 'windshield', 'center', 'post', 'lower', 'attachment', 'areal', 'right', 'hand', 'continuity', 'fitting', 'cracked', 'fr', '2', 'y0', 'maintenance', 'replaced', 'continuity', 'fitting', 'per', 'eo', '5319y017002']",OTHER                     ,NO TEST                   
OTHER                     ,2747,"['aircraft', 'base', 'maintenance', 'cabin', 'floor', 'panel', '232lf', 'delaminated', 'replaced', 'floor', 'panel', 'per', '530200300011', 'irm', '9701', 'rev', 'k']",OTHER                     ,NO TEST                   
OTHER                     ,85037,"['fwd', 'entry', 'door', 'evac', 'slide', 'needs', 'repositioned', 'reported', 'crew', '01', 'repositioned', 'girt', 'bar', 'performed', 'installation', 'test', 'per', 'amm', '256602210002']",OTHER                     ,F.O.D.                    
WARNING INDICATION        ,57318,"['aircraft', 'grounded', 'emergency', 'power', 'supply', 'unit', '10wl', 'battery', 'fault', 'replaced', 'battery', 'accomplished', 'satisfactory', 'operational', 'check', 'per', 'amm', '335138', 'amm', '335100']",WARNING INDICATION        ,NO TEST                   
OTHER                     ,19424,"['cabin', 'emerg', 'light', 'cruise', 'fl430', 'cabin', 'emer', 'lights', 'flickering', 'off', 'continued', 'flight', 'gained', 'access', 'removing', 'copilots', 'seat', 'center', 'floorboards', 'aft', 'pedistal', 'removed', '3', 'ea', 'vertical', 'panels', 'aft', 'lav', 'removed', 'following', 'power', 'supplies', '1', 'fwd', 'power', 'supply', 'pn', '6450ls', 'sn', '001442', '2', 'aft', 'powersupply', 'pn', '6450ls00', 'sn', '000888', 'installed', 'new', 'power', 'supplies', '1', 'fwd', 'powersupply', 'pn', '6450ls00', 'sn', '006611', '2', 'aft', 'power', 'supply', 'pn', '6450ls00', 'sn', '005509', 'installed', 'removed', 'items', 'work', 'done', 'iaw', 'phenom', '300', 'mm', '335200710801', '33520100801', '335200400801', 'ops', 'check', 'good']",OTHER                     ,NO TEST                   
WARNING INDICATION        ,23147,"['etops', 'eng', '1', 'oil', 'chip', 'detect', 'performed', 'tsm', '793500810808a', 'found', 'contamination', 'chip', 'detectors', 'per', 'powerplant', 'engineering', 'replaced', 'oil', 'filter', 'element', 'per', 'amm', '792106960801a', 'replaced', 'engine', 'nr1', 'oil', 'per', 'amm', '790000610802a', 'performed', 'eng', '1', 'run', 'leakes', 'noted', 'ac', 'ok', 'continue', 'operation', 'faults', 'not']",WARNING INDICATION        ,SMOKE/FUMES/ODORS/SPARKS  
OTHER                     ,68565,"['ship', '5807', 'emer', 'exit', 'lt', 'dr', '3', 'missing', 'lens', 'o', 'corrective', 'action', 'installed', 'missing', 'emergency', 'light', 'lens', '8147798']",OTHER                     ,INADEQUATE Q C            
OTHER                     ,60239,"['aircraft', 'base', 'maintenance', 'nosel', 'landing', 'gear', 'left', 'hand', 'aft', 'door', 'aft', 'hinge', 'bearing', 'migrated', 'maintenance', 'replaced', 'hinge', 'per', 'amm', '531611400802a']",OTHER                     ,NO TEST                   
OTHER                     ,21946,"['left', 'hand', 'wing', 'inboard', 'flap', 'assembly', 'outboard', 'forward', 'hinge', 'wing', 'side', 'inboard', 'actuator', 'lug', 'hole', 'corrosion', 'corrosion', 'left', 'hand', 'winginboard', 'flap', 'assembly', 'outboard', 'forward', 'hinge', 'wing', 'side', 'inboard', 'actuator', 'lug', 'hole', 'reworked', 'found', 'within', 'limit', 'per', 'md', '11', 'cmm574407repair', 'bushing', 'fabricated', 'machining', 'installed', 'per', 'md11', 'cmm574407', 'ea15750104702g', 'part', '3', 'step', '1f1', '3', 'title', 'wingsflight', 'surfacesleft', 'hand', 'winginboard', 'flapoutboard', 'forward', 'hinge', 'wing', 'side', 'repair', 'pse5755011', 'inspectionalternate', 'method', 'repair', 'classified', 'major', 'per', 'gmm62', '100wri57508326', 'detail']",OTHER                     ,INFLIGHT SEPARATION       
FLUID LOSS                ,17633,"['ship', '6708', 'ifsd', 'crew', 'shut', 'left', 'engine', 'due', 'loss', 'oil', 'quantity', 'low', 'pressure', 'approach', 'corrective', 'action', 'arrival', 'maintenance', 'found', 'excessive', 'oil', 'tail', 'pipe', 'engine', 'replac']",FLUID LOSS                ,PARTIAL RPM/PWR LOSS      
OTHER                     ,35844,"['aft', 'l2', 'door', 'escape', 'slide', 'hanging', 'low', 'dragging', 'floor', 'resecured', 'slide', 'velcro', 'per', 'sip']",OTHER                     ,NO WARNING INDICATION     
WARNING INDICATION        ,50353,"['l', 'bld', 'duct', 'leak', 'eicas', 'running', 'left', 'pack', 'groundpperformed', 'gvi', 'lt', 'pack', 'system', 'found', 'several', 'clamps', 'loose', 'tightened', 'clamps', 'iaw', '201100', 'performed', 'ops', 'ck', 'iaw', 'amm', '215100', 'ops', 'cks', 'good', 'msg', 'presentp']",WARNING INDICATION        ,OTHER                     
WARNING INDICATION        ,11653,"['apu', 'fault', 'light', 'illuminated', 'apu', 'start', 'grounded', 'yes', 'cw', 'b737800', 'fim', '4940', 'task', '803', 'apu', 'chip', 'detector', 'metal', 'battery', 'voltage', 'good', 'apu', 'rotates', 'freely', 'started', 'apu', 'several', 'times', 'defects', 'not']",WARNING INDICATION        ,OTHER                     
OTHER                     ,77333,"['captain', 'flashlight', 'battery', 'dead', 'removed', 'replaced', 'captain', 'flashlight', 'battery', 'iaw', 'amm', '256401', 'operations', 'check', 'good']",OTHER                     ,NO TEST                   
OTHER                     ,1781,"['aircraft', 'base', 'maintenance', 'excessive', 'play', 'lefthand', 'aft', 'door', 'nose', 'landing', 'gear', 'replaced', 'aft', 'hinge', 'fitting', 'aala202102289001', 'hollow', 'pin', 'aala202103029010', 'lefthand', 'aft', 'door', 'per', 'cmm', '528232400802c01']",OTHER                     ,NO TEST                   
WARNING INDICATION        ,63843,"['satcom', 'prompt', 'missing', 'mcdu', 'grounded', 'yes', 'cycled', 'power', 'satcom', 'system', 'prompt', 'returned', 'ref', 'b737900', 'amm', '231500501']",WARNING INDICATION        ,INADEQUATE Q C            
OTHER                     ,11580,"['accomplishing', 'tc', '78472010', 'found', 'eng', '2', 'blade', '21', 'nick', 'limits', 'ref', 'lp', '60026683', 'previous', 'write', 'up', 'grounded', 'yes', 'removed', 'replaced', 'fan', 'blade', '21', '2', 'eng', 'ref', 'tc', '78472010']",OTHER                     ,INFLIGHT SEPARATION       
OTHER                     ,52585,"['1000', 'hour', 'inspection', 'crack', 'damage', 'discovered', 'rh', 'frame', '5', 'side', 'wall', 'attachment', 'upper', 'mount', 'location', 'aft', 'medical', 'wall', 'approximately', 'fuselage', 'station', '4709mm', 'water', 'line', '2375mm', 'crack', 'approximately', '075', 'length', 'crack', 'stop', 'drilled', 'reinforcing', 'repair', 'doublers', 'installed', 'per', 'approved', 'repair', 'procedures', 'provided', 'airbus', 'repair', 'design', 'approval', 'sheet', 'ahi', '135', '53', '048', '19', 'issue', 'b', 'dated', '20', 'nov', '2019']",OTHER                     ,INADEQUATE Q C            
